Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,AvgSpotLen,Bases,Bytes,BioProject,SRA Study,source_name,GEO_Accession (exp),TISSUE,Library Name,Genotype,TREATMENT,Strain,Cell_line,Cell_type,Age,Cultivar,BioSampleModel,molecule_subtype,sex,REPLICATE,experiment_type,Sample_Name,LINE,Isolate,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,dev_stage,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,External_Id,Submitter_Id,SAMPLE_TYPE,Ecotype,Fraction,Broker_name,common_name,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,TIME_POINT,Developmental_stage,Organism_part,BIOMATERIAL_PROVIDER,AssemblyName,growth_condition,Collection_Date,intentional_duplicate (run),Stage,Molecule,protocol,Experimental_Factor:_protocol (exp),PHENOTYPE,agent,genotype/variation,BREED,growth_protocol,disease,library_type,harvest_condition,Experimental_Factor:_organism (exp),Experimental_Factor:_organism_part (exp),performer,replicate_type,used_library?,Condition,Passages,Replica,TEMP,collected_by,Experimental_Factor:_environmental_stress (exp),Experimental_Factor:_time (exp),Batch,shRNA,Experimental_Factor:_genotype (exp),Biological_Replicate,sub_species,environmental_stress,Hours_post_infection,Individual,media,TIME,rna_fraction,rna_type,Isolation_Source,assay,Timepoint,sequencing,cell_subtype,genetic_modification,Harvest_method,rt_enzyme,total_rna_selection_method,stress,Experimental_Factor:_compound (exp),HOST,virus_strain,ip_antibody,siRNA,gender,substrain,material,disease_stage,rna_population,metastatic_capacity,clip_antibody,Lat_Lon,cell_line/type,Experimental_Factor:_growth_condition (exp),PASSAGE,manipulation,culture_method,drug_treatment,Growth_rate,tissue_type,CULTURE_COLLECTION,ethinicity,Experimental_Factor:_dose (exp),tissue_source,transgene,BARCODE,Experimental_Factor:_cell_line (exp),chloroplast_donor_strain,chloroplast_genome
SRR8763326,RNA-Seq,SAMN11191723,GEO,public,SRX5554188,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682219,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,68083266,29485099,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682219,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763327,RNA-Seq,SAMN11191723,GEO,public,SRX5554188,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682219,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:15:00Z,1,51,449993451,176902104,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682219,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763328,RNA-Seq,SAMN11191723,GEO,public,SRX5554188,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682219,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,124232175,56813078,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682219,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763329,RNA-Seq,SAMN11191723,GEO,public,SRX5554188,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682219,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,119330004,57888710,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682219,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763330,RNA-Seq,SAMN11191722,GEO,public,SRX5554189,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682220,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,50,132285200,59337953,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682220,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763331,RNA-Seq,SAMN11191722,GEO,public,SRX5554189,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682220,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,68427771,30309471,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682220,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763332,RNA-Seq,SAMN11191722,GEO,public,SRX5554189,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682220,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,80719179,34574922,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682220,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763333,RNA-Seq,SAMN11191722,GEO,public,SRX5554189,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682220,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,122724564,55509559,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682220,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763334,RNA-Seq,SAMN11191722,GEO,public,SRX5554189,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682220,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,118373907,56575614,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682220,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763335,RNA-Seq,SAMN11191721,GEO,public,SRX5554190,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682221,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,50,137368350,62445495,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682221,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763336,RNA-Seq,SAMN11191721,GEO,public,SRX5554190,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682221,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,139742142,62355867,PRJNA528488,SRP189094,7 days-old seedling 1 cm roots tips,GSM3682221,7 days-old seedling 1 cm roots tips,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763337,RNA-Seq,SAMN11191883,GEO,public,SRX5554203,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682234,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,134538255,58033839,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682234,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763338,RNA-Seq,SAMN11191883,GEO,public,SRX5554203,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682234,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,157201278,71131561,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682234,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763339,RNA-Seq,SAMN11191883,GEO,public,SRX5554203,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682234,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,155845596,74775315,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682234,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763340,RNA-Seq,SAMN11191882,GEO,public,SRX5554204,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682235,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,50,106400050,48213311,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682235,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763341,RNA-Seq,SAMN11191882,GEO,public,SRX5554204,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682235,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,46054428,20468330,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682235,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763342,RNA-Seq,SAMN11191882,GEO,public,SRX5554204,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682235,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,52051875,22308401,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682235,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763343,RNA-Seq,SAMN11191882,GEO,public,SRX5554204,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682235,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:15:00Z,1,51,393862290,151916638,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682235,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763344,RNA-Seq,SAMN11191882,GEO,public,SRX5554204,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682235,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,119136408,54187138,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682235,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763345,RNA-Seq,SAMN11191882,GEO,public,SRX5554204,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2019-09-20T00:00:00Z,GSM3682235,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,112339434,54285193,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682235,7 days-old seedling shoot apical meristem,,,,,,,,Solanum lycopersicum cv. M82,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763346,RNA-Seq,SAMN11191881,GEO,public,SRX5554205,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682236,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,50,142759150,64262288,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682236,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763347,RNA-Seq,SAMN11191881,GEO,public,SRX5554205,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682236,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,63189714,27987560,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682236,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763348,RNA-Seq,SAMN11191881,GEO,public,SRX5554205,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682236,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,77512554,33274746,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682236,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763349,RNA-Seq,SAMN11191881,GEO,public,SRX5554205,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682236,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,244349925,93374075,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682236,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763350,RNA-Seq,SAMN11191881,GEO,public,SRX5554205,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682236,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,136775268,61672733,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682236,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763351,RNA-Seq,SAMN11191881,GEO,public,SRX5554205,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682236,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:14:00Z,1,51,132656100,63980347,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682236,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,TRAP RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763352,RNA-Seq,SAMN11191880,GEO,public,SRX5554206,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682237,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,50,85013900,38651810,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682237,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763353,RNA-Seq,SAMN11191880,GEO,public,SRX5554206,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682237,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,32806974,14690204,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682237,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763354,RNA-Seq,SAMN11191880,GEO,public,SRX5554206,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682237,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:13:00Z,1,51,40441419,17694156,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682237,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763355,RNA-Seq,SAMN11191880,GEO,public,SRX5554206,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682237,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:15:00Z,1,51,413458683,188428646,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682237,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8763356,RNA-Seq,SAMN11191880,GEO,public,SRX5554206,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pennellii,ILLUMINA,2019-09-20T00:00:00Z,GSM3682237,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-03-21T15:15:00Z,1,51,396171162,191468233,PRJNA528488,SRP189094,7 days-old seedling shoot apical meristem,GSM3682237,7 days-old seedling shoot apical meristem,,,,,,,,Solanum pennellii LA0716,,polyA RNA,,,Random primed libraries,,35S:His6:FLAG-GFP-AtRPL18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
